,income
31954,False
14363,False
12711,False
12506,False
19349,False
32143,False
20693,True
4715,False
8377,True
6744,False
30362,False
5181,False
24672,True
25432,False
14827,True
15019,False
14091,False
4085,False
26251,False
25775,False
30889,False
4293,False
28252,False
30799,False
6602,False
25012,False
4223,False
7445,True
15291,False
26046,False
9246,False
15320,False
6619,False
21484,False
11482,False
15176,False
17455,True
10493,False
20926,False
25794,False
25862,True
2252,True
5053,False
6352,False
15878,False
31542,True
4068,False
26599,False
24360,False
964,True
13766,False
15788,False
16640,False
18134,False
20287,False
29393,True
19530,False
11014,False
27946,False
21334,True
27793,False
22235,False
25140,False
15851,False
5971,False
31798,False
27800,False
31933,True
2173,True
30653,False
18533,False
7908,False
30161,False
8513,False
21886,False
20438,True
10087,True
9648,False
25375,False
5048,False
12927,True
6918,False
10667,False
14936,False
8538,True
23831,False
7469,True
25369,True
30475,False
7581,False
14699,False
10761,False
3438,False
5427,False
16992,False
103,True
9614,False
24804,False
10499,False
4211,False
32356,False
27502,False
31253,False
29404,False
18494,False
30570,False
828,True
26617,False
31743,False
25377,True
5211,False
19390,True
27993,False
30460,False
26532,True
12428,False
32250,False
1631,True
12704,True
8013,True
27185,False
2434,True
26655,False
30675,False
19163,False
25545,False
24347,False
1830,True
14960,False
18887,False
13916,False
29193,False
6137,True
21077,True
27088,False
6049,True
8687,False
10612,False
28075,False
3366,False
3794,False
21275,False
8132,True
8528,False
26036,False
19273,True
12826,False
13167,False
28615,False
27324,False
27427,False
20461,False
24119,False
17691,True
17215,True
27921,False
24701,False
20321,False
4879,False
15801,False
14301,True
23214,True
25907,False
4202,False
30236,False
6911,False
29194,False
22244,False
30396,False
21212,False
11621,True
28813,False
19818,True
5437,False
26148,False
15399,False
11654,False
27391,False
6157,False
21279,False
27839,False
19419,False
2030,True
27909,False
12054,False
16745,False
15429,False
5174,True
10166,False
13037,False
8999,False
30629,True
20853,False
25803,False
31371,False
2225,True
29941,True
18924,False
21082,False
24839,False
26225,False
27926,False
22650,False
20920,False
23297,False
29089,False
13077,False
3328,True
13744,False
14697,False
24371,False
6400,False
18149,False
15219,False
32153,False
20610,False
28801,False
18790,False
30165,False
4043,False
13656,False
18082,False
26484,False
22442,False
12976,False
26836,False
29475,False
478,True
15181,True
26743,False
19246,False
24331,False
27577,False
3461,False
19415,False
28304,False
10138,False
18016,False
16917,False
20647,False
8511,True
30835,False
8274,True
27843,False
8919,False
23273,False
24689,True
6258,False
26308,False
13586,True
5621,False
6712,False
647,True
970,True
4258,False
12053,False
15465,False
25735,False
9430,False
27070,True
8650,False
21943,True
30699,True
15334,False
25193,False
23286,True
19397,True
4472,False
1009,False
9565,False
10648,False
4306,False
23899,False
31959,False
4015,False
7500,False
4101,False
11114,False
4550,False
8476,False
26517,False
8101,False
3226,False
15356,False
326,False
6244,False
21842,False
21037,False
29804,False
28366,False
12981,False
4990,False
9800,False
20804,False
25220,False
12422,False
25021,True
18327,False
2194,True
4745,False
9642,False
14926,True
11507,False
16699,False
10509,False
31324,False
23891,False
27461,False
12139,False
19405,False
9240,False
28657,False
23027,False
4774,False
21877,False
13776,False
17388,False
28010,True
13160,False
30106,False
10994,True
6165,False
29885,False
12689,True
5117,False
14190,True
11034,False
24480,False
20589,False
6388,False
4506,False
6095,False
11626,False
29340,False
22150,False
20994,False
17872,True
19350,True
31459,False
20036,False
24131,False
23135,False
13209,False
29081,False
31939,False
2748,True
24060,False
29154,False
24814,False
22308,False
8267,False
1006,False
22762,False
11751,False
3942,False
29094,False
16719,False
29151,False
13542,True
28898,False
20551,False
15171,False
2707,True
9688,False
4618,True
3914,False
134,False
2299,True
8873,False
10675,False
11615,False
3351,True
435,True
3200,True
13166,False
19479,False
16274,False
2855,True
311,False
25830,False
23367,True
3422,False
10926,False
29698,False
23441,False
26262,True
7785,False
316,False
19822,False
146,False
11603,False
17134,False
23471,False
29508,False
22905,True
23148,False
13740,True
31578,True
11965,False
10768,False
30859,False
29149,True
21774,False
6355,False
24337,False
5359,False
10162,False
32043,True
23651,True
819,True
4463,False
12163,False
26763,False
3486,False
6252,False
7799,False
6136,False
21069,False
24967,False
12518,False
28226,False
12832,False
25921,True
8383,False
31238,False
9128,False
3111,False
21369,False
27455,True
26219,False
12484,True
27872,True
6802,False
28331,False
1572,True
21605,False
21702,False
19343,False
6628,False
10351,False
7024,False
19042,False
31993,False
2495,True
11238,False
32509,True
15716,False
8986,True
2505,True
9787,True
28810,False
6088,False
25382,False
21721,True
16871,False
14666,True
23823,False
28092,False
25271,True
24844,False
27112,True
10574,True
27476,True
23405,False
8834,False
16501,False
6717,True
28914,False
10285,False
28852,False
21002,False
32214,False
6892,True
1011,False
18289,False
813,True
17410,True
31236,True
20898,False
1034,False
19637,True
2270,True
696,True
19882,False
29964,False
16325,False
13298,True
3704,True
31190,False
25843,False
1451,False
4215,False
23469,False
9303,False
2790,True
28775,False
3305,True
12590,False
5516,False
14131,False
29939,False
29743,True
29016,False
14285,True
26369,True
27771,False
20270,False
5421,False
6173,False
27664,False
18238,True
30566,False
27500,False
25825,False
23667,False
14754,False
3584,False
1888,True
15794,False
14742,False
15817,False
24332,False
11660,False
25824,False
5550,False
6842,True
8387,False
29631,False
11636,False
10263,False
6504,False
7801,False
13593,False
25300,True
1413,True
15807,False
1562,True
13517,True
2357,True
26181,False
32365,False
17999,True
4684,True
9992,True
1563,True
5784,True
5259,False
12626,False
31730,False
3623,False
9994,False
17226,False
18152,False
22866,False
180,True
29280,False
23399,False
6919,False
26232,True
14078,False
13927,True
24210,False
19284,False
27194,False
23753,False
17661,False
5589,False
469,True
3994,False
15361,True
2166,True
22810,False
1027,False
22769,False
14149,False
1423,True
7502,True
16974,False
22723,True
6703,False
18348,False
15760,False
15718,False
19341,False
17075,True
9936,False
17298,False
26850,True
12655,False
9761,True
25248,True
1192,False
31880,False
7092,False
7497,False
6174,True
18442,False
8051,False
23653,False
29265,False
27826,False
4157,False
20915,False
2559,True
9381,True
30296,False
11285,False
30185,False
13911,False
18923,False
15758,False
20322,True
22845,False
3734,True
27201,False
17180,False
8094,False
26640,False
4447,False
31273,False
25472,True
3860,False
25685,True
22863,False
30461,False
20646,False
29856,False
2604,True
24304,True
5102,False
18821,False
14826,False
15249,False
15308,False
1297,False
5787,False
31736,False
27735,False
27566,True
22249,False
7713,True
30173,False
635,True
12184,False
20249,True
17201,True
14418,False
24529,False
8413,False
11732,False
26676,True
31865,False
27407,False
29917,False
15350,False
15677,False
4859,True
12636,False
2924,False
7255,True
15188,False
9266,False
31685,False
15987,False
29228,True
27526,False
27113,False
6482,False
8474,True
13181,False
18699,False
9681,False
4059,False
23,False
7739,False
13804,True
25387,False
3126,False
10710,True
30176,False
26658,False
29401,False
27265,True
30339,False
8610,False
29,True
12181,False
18114,False
4278,True
12050,False
14371,True
32541,True
3362,False
19009,True
16041,False
6032,True
22879,True
14204,False
31069,False
10714,False
3668,True
20860,True
15873,False
4345,False
12162,False
28565,False
2644,True
32181,False
32289,False
1869,True
15109,False
6350,False
11018,False
22684,False
10054,True
960,True
984,True
10811,False
14147,True
8647,False
6241,False
29931,True
14658,False
26364,False
15215,False
26774,True
4122,False
7585,True
28398,False
29516,True
8373,False
22022,True
18521,False
10260,False
28797,True
22985,False
5729,False
21235,False
8158,False
18266,False
27009,False
19553,True
2981,False
9532,False
9401,False
1259,False
18113,False
14812,False
18666,False
22639,True
7882,False
16421,True
14331,True
16413,False
5194,False
4057,False
27428,False
4191,False
27220,False
10333,True
19662,True
13741,False
12571,False
26513,False
24676,False
25652,False
17825,False
1429,False
20458,False
27474,False
19670,True
23149,True
14964,False
10022,False
17035,False
8628,False
7379,False
30930,False
18413,False
1611,True
25450,False
31200,False
13640,False
10984,False
15119,False
1514,False
29542,False
21752,False
15423,True
29724,False
19562,False
18269,False
15168,False
8042,False
2254,True
28633,False
10835,False
9902,False
24073,False
28498,False
18759,False
24664,False
13875,False
10853,False
21021,False
15478,False
3686,True
8005,False
9453,False
4510,False
30950,False
22243,True
27573,False
31389,False
7809,False
31545,False
15363,False
4153,False
7408,False
28980,False
19182,True
22307,False
10373,False
2605,True
15099,False
2587,True
19688,False
24402,False
26791,True
27371,True
25483,False
8821,False
14734,False
17516,False
12200,False
20856,False
2905,True
2702,True
31890,False
21982,True
2351,True
26823,False
31463,False
27032,False
1751,True
25202,True
14579,False
5775,False
9384,False
16229,False
9020,False
24564,False
14494,False
24962,False
26038,False
12110,False
21519,False
31099,True
26464,False
25303,True
1891,True
14412,False
22833,True
19287,False
24012,False
5032,False
3110,False
19224,False
28013,False
19647,False
12407,False
25326,False
28506,False
28446,True
2210,True
16889,False
24510,False
18893,True
32012,False
22735,False
22948,True
18487,False
1656,True
15714,False
18662,False
14302,False
11505,False
31666,False
20182,False
24343,False
17604,False
15862,False
7936,False
1713,True
25569,False
18968,False
708,True
9807,False
11453,True
10370,False
1256,False
15380,True
16951,False
4708,False
14624,False
9842,True
30672,False
28915,True
12785,False
9731,False
14731,False
32441,False
20790,True
9362,False
14748,False
24528,False
5365,False
27698,False
27530,False
19027,False
28770,False
8723,False
3836,False
6198,False
25546,True
22917,False
683,True
27630,True
9805,False
15548,False
19228,True
19006,False
12375,False
15325,False
22962,False
23448,True
26710,False
2782,True
27858,True
31335,False
24621,False
9081,True
19992,False
32431,False
9875,False
24113,True
25727,False
19839,False
7363,False
15364,False
7698,True
19376,False
5474,False
6557,False
8099,False
3617,False
5099,True
8976,True
17238,True
29277,False
1383,False
16074,False
3297,True
21690,True
28578,False
20576,True
20295,False
10899,False
30108,False
16792,False
26140,True
9674,False
25575,False
16686,False
24205,False
17431,False
19884,False
7663,False
15494,False
2751,True
17335,False
6250,False
8316,False
1606,True
7923,False
30050,False
21603,False
29523,False
6287,False
31994,True
5903,False
11387,True
8604,False
14581,True
27721,False
17135,False
11466,False
27492,False
14070,False
826,True
25410,False
3991,False
30092,False
27974,False
25605,False
18583,False
170,True
10597,False
28508,False
28346,True
2090,True
19236,False
24310,True
32363,False
16088,False
9534,False
29313,True
10476,False
24606,False
10950,False
8144,False
3147,False
26240,True
8376,False
9672,False
21946,False
19050,False
5998,False
7477,False
3,False
23585,False
14307,False
1632,True
20366,True
20351,True
9237,True
3393,False
19548,True
466,True
23908,False
19320,False
8653,False
18688,False
32091,True
11508,False
429,True
4338,True
4418,False
16858,False
7198,False
22326,False
8345,False
17550,True
19834,False
15165,False
10122,False
19108,False
13430,False
7767,False
24112,False
32255,True
17170,True
31159,False
17181,True
26807,False
24914,False
17930,False
27520,True
21202,False
17060,False
32224,True
12152,False
11270,False
31417,False
32129,False
11355,False
4692,False
12030,True
21176,False
16272,False
25292,False
14931,False
9845,False
19444,False
23540,False
17398,True
19577,True
21347,False
17843,True
2598,True
13169,False
30033,False
29770,False
29614,False
11724,False
3693,True
10968,False
14843,True
32429,False
21985,False
7337,True
25625,False
6880,False
29491,True
21899,False
28545,False
7821,False
4610,True
11309,False
23022,False
24393,False
26551,False
9169,False
15381,True
10545,False
32540,False
9758,False
23943,False
3784,False
21997,False
6761,True
17822,False
2766,True
18126,False
28597,True
28840,False
25979,False
2909,True
10507,False
11015,False
7428,False
23768,True
23541,False
27579,False
29072,False
9056,True
24635,False
14695,False
29925,False
30560,False
1350,True
3371,False
17797,False
11651,False
15497,False
12157,False
21479,False
23139,False
31230,False
26960,True
26442,False
20523,True
13447,True
28455,False
5507,False
6698,False
12058,True
1879,True
26490,True
30794,False
31508,False
16196,False
4558,False
27553,False
14764,True
2206,True
25383,True
16570,True
8309,False
16687,False
20592,False
14459,False
28523,False
3550,False
5123,False
2220,True
31898,True
10011,False
12293,False
13802,False
14736,True
28089,False
21393,False
322,False
27486,True
31438,False
9161,True
31795,False
8874,False
22416,False
10824,False
4374,False
8561,False
32389,False
24954,False
27394,False
23290,False
24083,False
25427,True
373,True
22591,False
21436,True
29813,True
30458,True
2075,True
30883,False
19779,False
27196,False
5963,False
18598,False
3533,False
31989,False
12469,False
14800,False
32197,False
29135,False
115,True
27438,False
9538,False
24088,False
11056,False
24201,False
20839,False
25690,False
54,True
8421,False
22012,False
1554,True
26894,False
19367,False
18492,False
88,True
32329,True
22315,False
3070,True
32482,False
31997,False
1083,False
26972,True
18909,False
15720,False
30823,False
9309,False
26495,False
7172,False
11925,False
13208,True
14265,False
4397,False
16519,False
16434,False
27679,False
5043,False
23950,True
17981,False
2984,True
7168,False
31388,False
19587,False
945,True
13717,False
32349,False
32048,False
3352,True
8910,False
27989,False
1557,True
28032,False
2698,True
27075,False
4051,False
13310,False
25328,False
23809,True
29033,False
21908,True
17590,False
19812,False
10821,True
27406,True
21974,False
7125,False
24559,False
26349,True
1498,False
16071,True
29245,False
9419,False
15983,False
26196,False
6714,False
7053,False
1497,False
3281,False
15118,False
23126,False
2692,True
13387,False
3296,True
26578,False
19676,False
20193,False
7613,True
24827,False
24781,True
14844,False
32358,False
7202,False
9811,False
14321,False
5290,False
31840,False
29897,False
27896,False
24613,False
10586,False
24460,False
28743,False
1687,True
1355,True
22287,False
10820,False
688,False
5761,False
8768,False
25046,False
3529,False
20986,True
15564,False
23306,False
24785,True
18672,False
27126,True
2026,True
1527,True
32210,False
9058,False
29342,False
8616,False
17980,False
8299,False
11896,True
26339,False
28836,False
31751,False
23658,False
17782,True
26644,False
12939,False
27241,False
18264,False
18943,False
31899,False
11897,True
8020,False
19292,False
14876,True
17631,False
11176,False
3739,False
8760,False
10026,True
6178,True
13295,False
32232,False
13984,False
27191,False
22171,False
2226,True
2534,True
12876,False
3336,False
30239,True
554,True
5663,False
14784,True
26926,True
24723,False
29405,False
9214,False
8908,False
8778,False
16637,False
27062,False
27034,True
19130,False
29567,False
2727,True
6913,True
12570,False
1604,True
22026,False
4564,False
28724,False
12034,True
24918,True
28022,False
2412,True
27323,False
23406,False
15420,True
30793,False
32023,False
21491,False
25319,False
22600,False
6777,True
8807,False
29902,False
23430,False
25192,False
16379,True
8957,True
2873,True
23072,False
24537,False
31271,False
30409,False
606,True
14941,False
26937,False
22278,False
8743,False
28838,False
856,True
1926,True
15113,False
18194,False
32495,False
6804,True
18068,False
44,False
2812,True
28217,False
17747,False
24626,True
14081,False
9872,False
17233,False
20122,False
20692,True
5816,False
18789,False
8777,False
16636,False
7321,False
6435,False
28858,False
19788,True
16050,False
28420,False
11195,False
27878,False
4563,False
19431,False
2051,True
28951,False
3073,True
9089,False
18770,False
18087,False
7884,False
13038,False
21554,True
2264,True
1232,False
8823,False
3796,False
3926,False
5597,False
20232,False
32033,False
7811,False
30423,False
30069,False
10322,False
5575,False
11680,True
30123,False
376,True
8819,False
27911,True
22795,False
5050,True
23424,False
5076,False
11697,False
6275,False
21901,False
4954,False
16827,False
20913,False
26695,False
4724,True
18701,False
32440,False
69,True
26796,True
1739,True
31405,True
18081,False
10198,False
8203,True
12900,False
20342,False
227,False
27291,False
21669,False
12257,False
26367,False
3429,False
16775,False
17518,True
1812,True
10752,False
383,True
14276,False
313,False
11610,False
2826,True
23887,False
18697,False
5262,False
7007,False
3059,True
18573,True
15412,False
25752,False
6711,False
12555,False
4044,False
10868,False
16816,False
19453,True
15766,False
2897,True
13316,False
7784,False
13903,False
8917,False
32311,False
6920,False
25151,False
31269,False
30389,False
5826,True
30640,False
19682,False
21166,False
620,True
11405,False
14417,False
27089,False
6025,False
5418,False
15143,False
28493,False
1977,True
25578,False
30350,True
31362,False
7926,False
31205,True
2028,True
9301,False
20078,False
15559,False
22053,True
23218,False
27135,False
9567,False
31149,False
17351,False
5528,False
2512,True
25312,True
25899,False
21208,True
19732,False
28454,True
24906,False
8246,False
22698,False
6706,True
19529,False
14898,False
1534,True
22527,True
22774,False
7453,False
102,True
898,False
1722,True
18209,False
16505,False
15543,False
20338,True
3737,True
9502,False
7326,False
24617,False
22756,False
7732,False
17362,False
19524,False
913,False
18007,False
4687,True
15673,True
11574,False
21513,True
31474,False
1443,False
3604,False
22526,False
805,True
17705,False
22441,False
22638,False
13883,False
25927,False
8091,False
7538,False
32359,False
24624,False
13559,False
2245,False
20352,False
1153,False
19496,False
17836,True
1084,False
3505,False
14061,False
7401,False
29455,False
14987,False
21321,True
4489,True
16030,False
29778,False
31344,False
11863,False
9625,False
1880,True
16096,False
9632,False
28107,False
2998,False
8714,False
12396,True
29729,False
4966,False
6285,False
23087,False
19110,False
3302,True
32026,False
31960,False
21482,False
20550,False
3974,False
13981,True
16539,False
26596,False
1775,True
28824,False
5508,False
30019,False
16235,False
3877,False
5493,False
19574,True
27447,False
17714,False
57,True
21254,False
27699,False
5420,False
18393,True
17531,False
24775,False
25809,False
12730,False
23657,False
14441,True
31392,False
15529,False
6890,True
18481,False
884,True
7268,True
10735,False
10405,False
542,True
9014,True
4226,False
1862,True
4836,False
1272,False
22784,False
31882,False
2838,True
735,True
14224,False
18347,False
13431,False
17291,False
12066,True
15986,False
5013,False
17919,True
2645,True
11900,False
9251,False
26454,True
2736,True
17610,False
16723,True
32180,False
19449,False
18836,True
11177,False
17024,False
21750,False
30284,False
17652,False
23886,False
18794,False
16067,False
13366,True
4064,False
11459,False
356,True
20168,False
17739,False
20751,False
20325,True
24312,False
22125,False
21324,False
10779,False
2267,True
14303,False
2115,True
21789,False
3879,False
1745,True
24274,False
6964,True
27887,True
9134,False
1356,True
30519,False
4973,False
24927,False
24451,False
3953,False
18006,False
31532,False
25179,False
13000,False
20744,False
11511,False
16327,False
26418,False
21835,False
23730,False
14279,True
21528,False
9685,False
13815,False
2704,True
10275,False
3433,False
11947,False
12558,False
14118,False
218,False
23987,False
12678,False
18250,False
18496,False
2655,True
25788,False
14053,False
13197,False
12883,True
19024,False
11288,False
22830,False
24341,False
15757,False
28580,False
27018,False
5180,False
7046,False
8726,False
16373,False
1285,False
6018,False
27071,False
4099,False
21218,False
7131,False
30937,True
21107,False
27928,False
9564,True
7004,False
24880,False
13202,False
24434,True
13762,False
14115,False
2577,True
10656,True
5019,False
7752,False
14775,False
30442,False
6750,False
9073,False
14045,False
26519,False
10917,False
5549,False
12056,False
10366,False
8673,False
12252,False
8460,False
31022,True
668,True
12285,False
22549,False
7568,False
25783,False
7900,True
812,True
7656,False
18879,False
17419,False
17936,True
14660,False
2101,True
27002,True
18918,False
21418,True
30772,False
25650,True
10035,False
12014,True
19858,False
32086,False
4069,False
5635,False
32492,False
22221,False
18808,False
3369,False
21929,False
8649,False
21397,False
23354,False
26648,False
12315,False
31579,True
12551,False
27703,False
19428,False
28632,False
1399,True
32099,False
